Title;Description;Tools;Specialization
MediTrack: Remote Medication Adherence Monitoring System;MediTrack enables healthcare providers to monitor patient medication intake schedules via a web dashboard. The system includes a mobile app interface for patients to confirm doses and a backend API to log and analyze adherence patterns, generating alerts for missed medications. Integration with Bluetooth-enabled pillboxes ensures automatic recording of dosage events.;React Native, Node.js, Express.js, MongoDB, Bluetooth Low Energy (BLE) integration, Docker;Frontend Development, Backend Development, IoT Integration
SmartPark Management System;A web platform that allows city officials to monitor and manage urban parking spaces in real-time. The system integrates with IoT sensors placed in parking spots to provide live availability data, and drivers can reserve slots through the frontend interface. Backend services handle sensor data ingestion, user management, and reservation logic.;React, Node.js, Express, MongoDB, MQTT, Raspberry Pi with ultrasonic sensors;Frontend Development, Backend Development, IoT Integration
Smart Municipal Waste Collection Dashboard;This system integrates sensor data from IoT-enabled waste bins to optimize collection routes via a backend aggregation server and mapping API. The frontend visualizes real-time bin statuses and route suggestions for municipal operators. The backend processes sensor data streams, predicts fill-level trends, and schedules pickup jobs.;React.js, Node.js, PostgreSQL, MQTT, Mapbox API, Docker;Frontend Development, Backend Development, IoT Integration
Urban Waste Management Monitoring System;This project integrates IoT sensors installed in city waste bins to monitor fill levels in real-time. The backend collects and processes this data, optimizing collection routes via a web dashboard used by municipal waste teams. The frontend visualizes bin statuses, route suggestions, and collection schedules.;Frontend: React.js, Backend: Node.js with Express, Database: PostgreSQL, IoT: Arduino with ultrasonic sensors, GIS mapping API;Frontend Development, Backend Development, IoT Systems, Cloud Computing
SmartHydroFarm Management System;This system enables urban hydroponic farm operators to monitor nutrient levels, pH, and water temperature via real-time sensors. Frontend dashboards allow users to track environmental data and control pumps and lights remotely, while the backend processes sensor data, manages device schedules, and triggers alerts. The solution integrates with Bluetooth-enabled IoT devices for seamless data acquisition and actuation.;React, Node.js (Express), MongoDB, Raspberry Pi with Python scripts, MQTT broker;Frontend Development, Backend Development, IoT Integration
SmartBridge Inventory Management System;A cloud-based platform that enables construction companies to track equipment and materials across multiple sites in real-time. The backend handles GPS data integration and inventory status updates, while the frontend provides interactive dashboards and reporting tools for project managers.;React, Node.js, PostgreSQL, AWS Lambda, Mapbox API;Full Stack Development
Precision Vineyard Environment Control System;The system monitors and manages microclimate variables in vineyards by integrating sensor data to adjust irrigation and shading mechanisms automatically. Frontend provides real-time dashboards and configuration interfaces for agronomists, while backend processes IoT sensor inputs and controls actuators via MQTT. Alerts for adverse conditions like frost risk or irrigation anomalies are generated to optimize grape yield.;React, Node.js, Express, MongoDB, Raspberry Pi with DHT22 sensors, MQTT, Docker;Frontend Development, Backend Development, IoT
SmartInventory: IoT-Enabled Warehouse Stock Monitoring System;SmartInventory integrates IoT sensors with a web platform to track real-time stock levels and environmental conditions in warehouses. The frontend provides dynamic dashboards for inventory visualization and alerts, while the backend manages sensor data storage and processes threshold-based notifications. Raspberry Pi devices collect data from RFID tags and temperature sensors to ensure product integrity.;React, Node.js, Express, MongoDB, MQTT, Raspberry Pi, RFID Reader, DHT22 Sensor;Frontend and Backend Development with IoT Integration
SmartAquifer Monitoring System;A web-based platform that provides real-time monitoring of groundwater levels using embedded IoT sensors deployed in aquifers. The backend aggregates sensor data and triggers alerts for threshold breaches, while the frontend displays dynamic charts and maps for water resource managers. A role-based access control system manages different user permissions for data viewing and sensor maintenance.;React, Node.js, Express, MongoDB, Raspberry Pi, DS18B20 sensors, MQTT, Docker;Frontend Development, Backend Development, IoT Integration
Smart Irrigation Control System;"A web platform paired with ESP32-based soil moisture sensors to automate irrigation schedules for small farms. The backend collects sensor data and controls watering valves via MQTT; the frontend provides real-time monitoring, manual override, and historical water usage analytics.";React, Node.js, Express, MongoDB, MQTT, ESP-IDF, C++;Frontend Development, Backend Development, IoT, Embedded Systems
AgroSense: Precision Irrigation Management System;AgroSense enables farmers to monitor soil moisture and control irrigation scheduling through a web dashboard. It collects sensor data from embedded soil moisture nodes using MQTT, performs backend data aggregation and alerts in Node.js, and provides real-time visualizations with React. The system automates irrigation based on threshold values, optimizing water usage.;React, Node.js, Express, MQTT, MongoDB, PostgreSQL, ESP32, Docker;Frontend Development, Backend Development, IoT, Embedded Systems, Cloud Computing
